"id","taxon_group","language_iso","kingdom_taxon","kingdom_taxa_taxon_list_id","order_taxon","order_taxa_taxon_list_id","family_taxon","family_taxa_taxon_list_id","parent_id","taxonomic_sort_order","taxon","authority","taxon_rank","taxon_rank_sort_order","preferred","preferred_taxon","preferred_authority","default_common_name","freshwater_flag","non_native_flag"
402333,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Autostichidae",34237,114583,NULL,"Oegoconia deauratella","sensu Agassiz, 1980 ♀ genitalia nec (Herrich-Schäffer, 1854)","Species",300,False,"Oegoconia quadripuncta","(Haworth, 1828)","Four-spotted Obscure",False,False
122717,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Autostichidae",34237,114583,NULL,"Oegoconia quadripuncta","(Haworth, 1828)","Species",300,True,"Oegoconia quadripuncta","(Haworth, 1828)","Four-spotted Obscure",False,False
122718,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Autostichidae",34237,114583,NULL,"Oegoconia quadripuncta","Haworth","Species",300,False,"Oegoconia quadripuncta","(Haworth, 1828)","Four-spotted Obscure",False,False
49848,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tineidae",179979,256403,NULL,"Oinophila v-flava","Haworth","Species",300,False,"Oinophila v-flava","(Haworth, 1828)","Yellow V Moth",False,False
49847,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tineidae",179979,256403,NULL,"Oinophila v-flava","(Haworth, 1828)","Species",300,True,"Oinophila v-flava","(Haworth, 1828)","Yellow V Moth",False,False
32291,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,188014,NULL,"Olethreutes arcuella","Clerck","Species",300,False,"Olethreutes arcuella","(Clerck, 1759)","Arched Marble",False,False
32290,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,188014,NULL,"Olethreutes arcuella","(Clerck, 1759)","Species",300,True,"Olethreutes arcuella","(Clerck, 1759)","Arched Marble",False,False
83562,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,246802,NULL,"Olindia schumacherana","(Fabricius, 1787)","Species",300,True,"Olindia schumacherana","(Fabricius, 1787)","White-barred Twist",False,False
412133,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,246802,NULL,"Olindia ulmana","(Hübner, [1823])","Species",300,False,"Olindia schumacherana","(Fabricius, 1787)","White-barred Twist",False,False
86204,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Pyralidae",111775,236695,NULL,"Oncocera semirubella","(Scopoli, 1763)","Species",300,True,"Oncocera semirubella","(Scopoli, 1763)","Rosy-striped Knot-horn",False,False
416449,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Pyralidae",111775,236695,NULL,"Oncocera carnella","(Linnaeus, 1767)","Species",300,False,"Oncocera semirubella","(Scopoli, 1763)","Rosy-striped Knot-horn",False,False
163732,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tineidae",179979,81607,NULL,"Hieroxestis praematura","Meyrick, 1909","Species",300,False,"Opogona omoscopa","(Meyrick, 1893)",NULL,False,False
163731,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tineidae",179979,81607,NULL,"Opogona omoscopa","(Meyrick, 1893)","Species",300,True,"Opogona omoscopa","(Meyrick, 1893)",NULL,False,False
62540,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Opostegidae",109136,143609,NULL,"Opostega salaciella","(Treitschke, 1833)","Species",300,True,"Opostega salaciella","(Treitschke, 1833)","Sorrel Bent-wing",False,False
62541,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Opostegidae",109136,143609,NULL,"Opostega salaciella","Treitschke","Species",300,False,"Opostega salaciella","(Treitschke, 1833)","Sorrel Bent-wing",False,False
176889,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Pyralidae",111775,43652,NULL,"Metriostola betulae","Goeze","Species",300,False,"Ortholepis betulae","(Goeze, 1778)","Birch Knot-horn",False,False
176888,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Pyralidae",111775,43652,NULL,"Ortholepis betulae","(Goeze, 1778)","Species",300,True,"Ortholepis betulae","(Goeze, 1778)","Birch Knot-horn",False,False
396877,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,172180,NULL,"Orthotaenia undulana","([Denis & Schiffermüller], 1775)","Species",300,True,"Orthotaenia undulana","([Denis & Schiffermüller], 1775)","Woodland Marble",False,False
414896,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,172180,NULL,"Orthotaenia urticana","(Hübner, [1799])","Species",300,False,"Orthotaenia undulana","([Denis & Schiffermüller], 1775)","Woodland Marble",False,False
14499,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,172180,NULL,"Orthotaenia undulana","(Denis & Schiffermüller, 1775)","Species",300,False,"Orthotaenia undulana","([Denis & Schiffermüller], 1775)","Woodland Marble",False,False
14500,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,172180,NULL,"Orthotaenia undulana","Denis & Schiffermuller","Species",300,False,"Orthotaenia undulana","([Denis & Schiffermüller], 1775)","Woodland Marble",False,False
127473,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Crambidae",291555,395835,NULL,"Ostrinia nubilalis","Hubner","Species",300,False,"Ostrinia nubilalis","(Hübner, 1796)","European Corn-borer",False,False
127472,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Crambidae",291555,395835,NULL,"Ostrinia nubilalis","(Hübner, 1796)","Species",300,True,"Ostrinia nubilalis","(Hübner, 1796)","European Corn-borer",False,False
49238,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Pterophoridae",202596,177509,NULL,"Oxyptilus pilosellae","Zeller","Species",300,False,"Oxyptilus pilosellae","(Zeller, 1841)","Downland Plume",False,False
49237,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Pterophoridae",202596,177509,NULL,"Oxyptilus pilosellae","(Zeller, 1841)","Species",300,True,"Oxyptilus pilosellae","(Zeller, 1841)","Downland Plume",False,False
414141,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Pterophoridae",202596,177509,NULL,"Oxyptilus hieracii","(Stainton, 1854)","Species",300,False,"Oxyptilus pilosellae","(Zeller, 1841)","Downland Plume",False,False
110981,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Noctuidae",14852,398889,NULL,"Eremobina pabulatricula","(Brahm, 1791)","Species",300,False,"Pabulatrix pabulatricula","(Brahm, 1791)","Union Rustic",False,False
110982,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Noctuidae",14852,398889,NULL,"Apamea pabulatricula","(Brahm, 1791)","Species",300,False,"Pabulatrix pabulatricula","(Brahm, 1791)","Union Rustic",False,False
10028,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Noctuidae",14852,60955,NULL,"Pachetra sagittigera subsp. britannica","Turner, 1933","Subspecies",320,False,"Pachetra sagittigera britannica","Turner, 1933","Feathered Ear",False,False
60955,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Noctuidae",14852,222556,NULL,"Pachetra sagittigera","(Hufnagel, 1766)","Species",300,True,"Pachetra sagittigera","(Hufnagel, 1766)","Feathered Ear",False,False
394869,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Stathmopodidae",64762,393849,NULL,"Pachyrhabda steropodes","Meyrick, 1897","Species",300,True,"Pachyrhabda steropodes","Meyrick, 1897",NULL,False,False
16354,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Crambidae",291555,398575,NULL,"Palpita unionalis","(Hübner, 1796)","Species",300,False,"Palpita vitrealis","(Rossi, 1794)","Olive-tree Pearl",False,False
16353,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Crambidae",291555,398575,NULL,"Palpita vitrealis","(Rossi, 1794)","Species",300,True,"Palpita vitrealis","(Rossi, 1794)","Olive-tree Pearl",False,False
141616,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene agnotana","Rebel","Species",300,False,"Pammene agnotana","Rebel, 1914","Guildford Piercer",False,False
141615,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene agnotana","Rebel, 1914","Species",300,True,"Pammene agnotana","Rebel, 1914","Guildford Piercer",False,False
61869,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene albuginana","Guenee","Species",300,False,"Pammene albuginana","(Guenée, 1845)","Blotched Piercer",False,False
61868,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene albuginana","(Guenée, 1845)","Species",300,True,"Pammene albuginana","(Guenée, 1845)","Blotched Piercer",False,False
410033,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene gallicolana","sensu auctt. nec (Lienig & Zeller, 1846)","Species",300,False,"Pammene albuginana","(Guenée, 1845)","Blotched Piercer",False,False
396629,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene argyrana","(Hübner, [1799])","Species",300,True,"Pammene argyrana","(Hübner, [1799])","Black-bordered Piercer",False,False
155805,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene argyrana","(Hübner, 1799)","Species",300,False,"Pammene argyrana","(Hübner, [1799])","Black-bordered Piercer",False,False
155806,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene argyrana","Hubner","Species",300,False,"Pammene argyrana","(Hübner, [1799])","Black-bordered Piercer",False,False
400808,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene costipunctana","sensu Pierce & Metcalfe, 1922 ♀ genitalia nec (Haworth, 1811)","Species",300,False,"Pammene argyrana","(Hübner, [1799])","Black-bordered Piercer",False,False
145920,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene aurana","(Fabricius, 1775)","Species",300,True,"Pammene aurana","(Fabricius, 1775)","Orange-spot Piercer",False,False
145921,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Cydia aurana","Fabricius","Species",300,False,"Pammene aurana","(Fabricius, 1775)","Orange-spot Piercer",False,False
93941,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene aurantiana","(Staudinger, 1871)","Species",300,False,"Pammene aurita","Razowski, 1991","Sycamore Piercer",False,False
93940,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene aurita","Razowski, 1991","Species",300,True,"Pammene aurita","Razowski, 1991","Sycamore Piercer",False,False
309536,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene aurantiana","Staudinger","Species",300,False,"Pammene aurita","Razowski, 1991","Sycamore Piercer",False,False
408104,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene aurantiana","(Staudinger, 1871) homonym","Species",300,False,"Pammene aurita","Razowski, 1991","Sycamore Piercer",False,False
402951,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene juliana","(Curtis, 1836)","Species",300,False,"Pammene fasciana","(Linnaeus, 1761)","Acorn Piercer",False,False
409923,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene nimbana","(Herrich-Schäffer, 1851)","Species",300,False,"Pammene fasciana","(Linnaeus, 1761)","Acorn Piercer",False,False
502949,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene fasciana",NULL,"Species",300,False,"Pammene fasciana","(Linnaeus, 1761)","Acorn Piercer",False,False
136257,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene fasciana","(Linnaeus, 1761)","Species",300,True,"Pammene fasciana","(Linnaeus, 1761)","Acorn Piercer",False,False
136259,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene juliana","(Stephens, 1835)","Species",300,False,"Pammene fasciana","(Linnaeus, 1761)","Acorn Piercer",False,False
410522,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene rufillana","(Doubleday, [1849])","Species",300,False,"Pammene gallicana","(Guenée, 1845)","Purple-shaded Piercer",False,False
118503,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene gallicana","(Guenée, 1845)","Species",300,True,"Pammene gallicana","(Guenée, 1845)","Purple-shaded Piercer",False,False
118504,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Cydia gallicana","Guenee","Species",300,False,"Pammene gallicana","(Guenée, 1845)","Purple-shaded Piercer",False,False
399189,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene germmana","(Hübner, [1799])","Species",300,True,"Pammene germmana","(Hübner, [1799])","Black Piercer",False,False
176860,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene germmana","Hubner","Species",300,False,"Pammene germmana","(Hübner, [1799])","Black Piercer",False,False
400859,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene germarana","(Hübner, [1825])","Species",300,False,"Pammene germmana","(Hübner, [1799])","Black Piercer",False,False
176859,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene germmana","(Hübner, 1799)","Species",300,False,"Pammene germmana","(Hübner, [1799])","Black Piercer",False,False
240152,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene giganteana","(Peyerimhoff, 1863)","Species",300,True,"Pammene giganteana","(Peyerimhoff, 1863)","Early Oak Piercer",False,False
115506,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene herrichiana","Heinemann","Species",300,False,"Pammene herrichiana","(Heinemann, 1854)","Beech-mast Piercer",False,False
115507,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene fasciana form herrichiana","(Heinemann, 1854)","Form",350,False,"Pammene herrichiana","(Heinemann, 1854)","Beech-mast Piercer",False,False
115505,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene fasciana subsp. herrichiana",NULL,"Subspecies",320,False,"Pammene herrichiana","(Heinemann, 1854)","Beech-mast Piercer",False,False
115504,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene herrichiana","(Heinemann, 1854)","Species",300,True,"Pammene herrichiana","(Heinemann, 1854)","Beech-mast Piercer",False,False
393617,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene ignorata","Kuznetzov, 1968","Species",300,True,"Pammene ignorata","Kuznetzov, 1968","Devon Piercer",False,False
37397,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene ignorata","Kuznetsov, 1968","Species",300,False,"Pammene ignorata","Kuznetzov, 1968","Devon Piercer",False,False
29543,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene luedersiana","Sorhagen","Species",300,False,"Pammene luedersiana","(Sorhagen, 1885)","Inverness Piercer",False,False
29542,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene luedersiana","(Sorhagen, 1885)","Species",300,True,"Pammene luedersiana","(Sorhagen, 1885)","Inverness Piercer",False,False
46836,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene obscurana","(Stephens, 1834)","Species",300,True,"Pammene obscurana","(Stephens, 1834)","Obscure Birch Piercer",False,False
46837,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene obscurana","Stephens","Species",300,False,"Pammene obscurana","(Stephens, 1834)","Obscure Birch Piercer",False,False
476061,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene ochsenheimeriana",NULL,"Species",300,False,"Pammene ochsenheimeriana","(Lienig & Zeller, 1846)","Black-patch Piercer",False,False
176751,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene ochsenheimeriana","(Lienig & Zeller, 1846)","Species",300,True,"Pammene ochsenheimeriana","(Lienig & Zeller, 1846)","Black-patch Piercer",False,False
116875,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene regiana","(Zeller, 1849)","Species",300,True,"Pammene regiana","(Zeller, 1849)","Regal Piercer",False,False
116876,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene regiana","Zeller","Species",300,False,"Pammene regiana","(Zeller, 1849)","Regal Piercer",False,False
137842,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene rhediella","Clerck","Species",300,False,"Pammene rhediella","(Clerck, 1759)","Fruitlet Mining Tortrix",False,False
137841,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene rhediella","(Clerck, 1759)","Species",300,True,"Pammene rhediella","(Clerck, 1759)","Fruitlet Mining Tortrix",False,False
396282,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene spiniana","(Duponchel, [1843])","Species",300,True,"Pammene spiniana","(Duponchel, [1843])","Triangle-marked Piercer",False,False
74187,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene spiniana","Duponchel","Species",300,False,"Pammene spiniana","(Duponchel, [1843])","Triangle-marked Piercer",False,False
74186,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene spiniana","(Duponchel, 1843)","Species",300,False,"Pammene spiniana","(Duponchel, [1843])","Triangle-marked Piercer",False,False
139091,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene suspectana","(Lienig & Zeller, 1846)","Species",300,True,"Pammene suspectana","(Lienig & Zeller, 1846)","Ash-bark Piercer",False,False
139092,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene suspectana","Lienig & Zeller","Species",300,False,"Pammene suspectana","(Lienig & Zeller, 1846)","Ash-bark Piercer",False,False
49467,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene trauniana","(Denis & Schiffermüller, 1775)","Species",300,False,"Pammene trauniana","([Denis & Schiffermüller], 1775)","Maple Piercer",False,False
49468,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,394689,NULL,"Pammene trauniana","Denis & Schiffermuller","Species",300,False,"Pammene trauniana","([Denis & Schiffermüller], 1775)","Maple Piercer",False,False
78109,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Cosmopterigidae",49793,94917,NULL,"Pancalia leuwenhoekella","Linnaeus","Species",300,False,"Pancalia leuwenhoekella","(Linnaeus, 1761)","Violet Cosmet",False,False
78108,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Cosmopterigidae",49793,94917,NULL,"Pancalia leuwenhoekella","(Linnaeus, 1761)","Species",300,True,"Pancalia leuwenhoekella","(Linnaeus, 1761)","Violet Cosmet",False,False
179196,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Cosmopterigidae",49793,94917,NULL,"Pancalia latreillella","Curtis, 1830","Species",300,False,"Pancalia schwarzella","(Fabricius, 1798)","Scarce Violet Cosmet",False,False
179195,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Cosmopterigidae",49793,94917,NULL,"Pancalia schwarzella","(Fabricius, 1798)","Species",300,True,"Pancalia schwarzella","(Fabricius, 1798)","Scarce Violet Cosmet",False,False
313601,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Cosmopterigidae",49793,94917,NULL,"Pancalia latreillella","Curtis","Species",300,False,"Pancalia schwarzella","(Fabricius, 1798)","Scarce Violet Cosmet",False,False
10747,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,395663,NULL,"Pandemis cerasana","(Hübner, 1786)","Species",300,True,"Pandemis cerasana","(Hübner, 1786)","Barred Fruit-tree Tortrix",False,False
10748,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,395663,NULL,"Pandemis cerasana","Hubner","Species",300,False,"Pandemis cerasana","(Hübner, 1786)","Barred Fruit-tree Tortrix",False,False
10749,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,395663,NULL,"Pandemis ribeana","(Hübner, 1799)","Species",300,False,"Pandemis cerasana","(Hübner, 1786)","Barred Fruit-tree Tortrix",False,False
54993,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,395663,NULL,"Pandemis cinnamomeana","Treitschke","Species",300,False,"Pandemis cinnamomeana","(Treitschke, 1830)","White-faced Twist",False,False
54992,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,395663,NULL,"Pandemis cinnamomeana","(Treitschke, 1830)","Species",300,True,"Pandemis cinnamomeana","(Treitschke, 1830)","White-faced Twist",False,False
117261,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,395663,NULL,"Pandemis corylana","Fabricius","Species",300,False,"Pandemis corylana","(Fabricius, 1794)","Chequered Fruit-tree Tortrix",False,False
117260,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,395663,NULL,"Pandemis corylana","(Fabricius, 1794)","Species",300,True,"Pandemis corylana","(Fabricius, 1794)","Chequered Fruit-tree Tortrix",False,False
396797,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,395663,NULL,"Pandemis heparana","([Denis & Schiffermüller], 1775)","Species",300,True,"Pandemis heparana","([Denis & Schiffermüller], 1775)","Dark Fruit-tree Tortrix",False,False
177159,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,395663,NULL,"Pandemis heparana","Denis & Schiffermuller","Species",300,False,"Pandemis heparana","([Denis & Schiffermüller], 1775)","Dark Fruit-tree Tortrix",False,False
177158,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,395663,NULL,"Pandemis heparana","(Denis & Schiffermüller, 1775)","Species",300,False,"Pandemis heparana","([Denis & Schiffermüller], 1775)","Dark Fruit-tree Tortrix",False,False
106600,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Erebidae",289269,290482,NULL,"Pandesma robusta","(Walker, 1858)","Species",300,True,"Pandesma robusta","(Walker, 1858)",NULL,False,False
395422,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Crambidae",291555,13578,NULL,"Paracorsia repandalis","([Denis & Schiffermüller], 1775)","Species",300,True,"Paracorsia repandalis","([Denis & Schiffermüller], 1775)","Scarce Straw Pearl",False,False
65790,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Crambidae",291555,13578,NULL,"Paracorsia repandalis","(Denis & Schiffermüller, 1775)","Species",300,False,"Paracorsia repandalis","([Denis & Schiffermüller], 1775)","Scarce Straw Pearl",False,False
65791,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Crambidae",291555,13578,NULL,"Paracorsia repandalis","Denis & Schiffermuller","Species",300,False,"Paracorsia repandalis","([Denis & Schiffermüller], 1775)","Scarce Straw Pearl",False,False
191639,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Eriocraniidae",230862,396635,NULL,"Eriocrania chrysolepidella","Zeller, 1851","Species",300,False,"Paracrania chrysolepidella","(Zeller, 1851)","Small Hazel Purple",False,False
191640,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Eriocraniidae",230862,396635,NULL,"Eriocrania chrysolepidella","Zeller","Species",300,False,"Paracrania chrysolepidella","(Zeller, 1851)","Small Hazel Purple",False,False
395778,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Eriocraniidae",230862,396635,NULL,"Paracrania chrysolepidella","(Zeller, 1851)","Species",300,True,"Paracrania chrysolepidella","(Zeller, 1851)","Small Hazel Purple",False,False
402102,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Eriocraniidae",230862,396635,NULL,"Paracrania kaltenbachii","(Wood, 1890)","Species",300,False,"Paracrania chrysolepidella","(Zeller, 1851)","Small Hazel Purple",False,False
43307,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Pyralidae",111775,186311,NULL,"Paralipsa gularis","Zeller","Species",300,False,"Paralipsa gularis","(Zeller, 1877)","Stored Nut Moth",False,True
43306,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Pyralidae",111775,186311,NULL,"Paralipsa gularis","(Zeller, 1877)","Species",300,True,"Paralipsa gularis","(Zeller, 1877)","Stored Nut Moth",False,True
165037,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,69698,NULL,"Paramesia gnomana","(Clerck, 1759)","Species",300,True,"Paramesia gnomana","(Clerck, 1759)","Small Straw Twist",False,False
165038,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,69698,NULL,"Paramesia gnomana","Clerck","Species",300,False,"Paramesia gnomana","(Clerck, 1759)","Small Straw Twist",False,False
165039,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,69698,NULL,"Paramesia costana","(Denis & Schiffermüller, 1775)","Species",300,False,"Paramesia gnomana","(Clerck, 1759)","Small Straw Twist",False,False
28838,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Sesiidae",168822,113966,NULL,"Paranthrene tabaniformis","(Rottemburg, 1775)","Species",300,True,"Paranthrene tabaniformis","(Rottemburg, 1775)","Dusky Clearwing",False,False
234885,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Crambidae",291555,393995,NULL,"Parapoynx stratiotata","Linnaeus","Species",300,False,"Parapoynx stratiotata","(Linnaeus, 1758)","Ringed China-mark",True,False
234884,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Crambidae",291555,393995,NULL,"Parapoynx stratiotata","(Linnaeus, 1758)","Species",300,True,"Parapoynx stratiotata","(Linnaeus, 1758)","Ringed China-mark",True,False
211476,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Erebidae",289269,212725,NULL,"Parasemia plantaginis subsp. plantaginis","(Linnaeus, 1758)","Subspecies",320,False,"Parasemia plantaginis plantaginis","(Linnaeus, 1758)","Wood Tiger",False,False
156138,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Yponomeutidae",12896,150374,NULL,"Paraswammerdamia lutarea","Haworth","Species",300,False,"Paraswammerdamia nebulella","(Goeze, 1783)","Hawthorn Ermel",False,False
