"id","taxon_group","language_iso","kingdom_taxon","kingdom_taxa_taxon_list_id","order_taxon","order_taxa_taxon_list_id","family_taxon","family_taxa_taxon_list_id","parent_id","taxonomic_sort_order","taxon","authority","taxon_rank","taxon_rank_sort_order","preferred","preferred_taxon","preferred_authority","default_common_name","freshwater_flag","non_native_flag"
405238,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,398276,NULL,"Epinotia paykulliana","(Fabricius, 1787)","Species",300,False,"Epinotia ramella","(Linnaeus, 1758)","Small Birch Bell",False,False
11699,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,398276,NULL,"Epinotia ramella","Linnaeus","Species",300,False,"Epinotia ramella","(Linnaeus, 1758)","Small Birch Bell",False,False
11698,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,398276,NULL,"Epinotia ramella","(Linnaeus, 1758)","Species",300,True,"Epinotia ramella","(Linnaeus, 1758)","Small Birch Bell",False,False
117952,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,398276,NULL,"Epinotia signatana","(Douglas, 1845)","Species",300,True,"Epinotia signatana","(Douglas, 1845)","Black-brindled Bell",False,False
117953,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,398276,NULL,"Epinotia signatana","Douglas","Species",300,False,"Epinotia signatana","(Douglas, 1845)","Black-brindled Bell",False,False
32380,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,398276,NULL,"Epinotia solandriana","(Linnaeus, 1758)","Species",300,True,"Epinotia solandriana","(Linnaeus, 1758)","Variable Bell",False,False
32381,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,398276,NULL,"Epinotia solandriana","Linnaeus","Species",300,False,"Epinotia solandriana","(Linnaeus, 1758)","Variable Bell",False,False
403564,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,398276,NULL,"Epinotia stabilana","(Stephens, 1852)","Species",300,False,"Epinotia sordidana","(Hübner, [1824])","Brown Alder Bell",False,False
41565,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,398276,NULL,"Epinotia sordidana","(Hübner, 1824)","Species",300,False,"Epinotia sordidana","(Hübner, [1824])","Brown Alder Bell",False,False
41566,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,398276,NULL,"Epinotia sordidana","Hubner","Species",300,False,"Epinotia sordidana","(Hübner, [1824])","Brown Alder Bell",False,False
393580,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,398276,NULL,"Epinotia sordidana","(Hübner, [1824])","Species",300,True,"Epinotia sordidana","(Hübner, [1824])","Brown Alder Bell",False,False
483185,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,398276,NULL,"Epinotia subocellana",NULL,"Species",300,False,"Epinotia subocellana","(Donovan, 1806)","White Sallow Bell",False,False
14865,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,398276,NULL,"Epinotia subocellana","(Donovan, 1806)","Species",300,True,"Epinotia subocellana","(Donovan, 1806)","White Sallow Bell",False,False
115096,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,398276,NULL,"Epinotia subsequana","(Haworth, 1811)","Species",300,True,"Epinotia subsequana","(Haworth, 1811)","Dark Spruce Bell",False,False
157472,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,398276,NULL,"Epinotia tenerana","(Denis & Schiffermüller, 1775)","Species",300,False,"Epinotia tenerana","([Denis & Schiffermüller], 1775)","Nut Bud Moth",False,False
51537,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,398276,NULL,"Epinotia tetraquetrana","(Haworth, 1811)","Species",300,True,"Epinotia tetraquetrana","(Haworth, 1811)","Square-barred Bell",False,False
51538,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,398276,NULL,"Epinotia tetraquetrana","Haworth","Species",300,False,"Epinotia tetraquetrana","(Haworth, 1811)","Square-barred Bell",False,False
156038,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,398276,NULL,"Epinotia stroemiana","(Fabricius, 1781)","Species",300,False,"Epinotia trigonella","(Linnaeus, 1758)","White-blotch Bell",False,False
156037,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,398276,NULL,"Epinotia trigonella","Linnaeus","Species",300,False,"Epinotia trigonella","(Linnaeus, 1758)","White-blotch Bell",False,False
311767,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,398276,NULL,"Epinotia stroemiana","F.","Species",300,False,"Epinotia trigonella","(Linnaeus, 1758)","White-blotch Bell",False,False
156036,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,398276,NULL,"Epinotia trigonella","(Linnaeus, 1758)","Species",300,True,"Epinotia trigonella","(Linnaeus, 1758)","White-blotch Bell",False,False
411358,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,398276,NULL,"Epinotia bimaculana","(Donovan, 1808)","Species",300,False,"Epinotia trigonella","(Linnaeus, 1758)","White-blotch Bell",False,False
400899,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,398276,NULL,"Epinotia similana","(Hübner, 1793)","Species",300,False,"Epinotia trigonella","(Linnaeus, 1758)","White-blotch Bell",False,False
154752,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,252942,NULL,"Epiphyas postvittana","Walker","Species",300,False,"Epiphyas postvittana","(Walker, 1863)","Light Brown Apple Moth",False,True
154751,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,252942,NULL,"Epiphyas postvittana","(Walker, 1863)","Species",300,True,"Epiphyas postvittana","(Walker, 1863)","Light Brown Apple Moth",False,True
121922,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Geometridae",218698,216117,NULL,"Epirrhoe alternata subsp. alternata","(Müller, 1764)","Subspecies",320,False,"Epirrhoe alternata alternata","(Müller, 1764)","Common Carpet",False,False
413558,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Geometridae",218698,216117,NULL,"Epirrhoe subtristata","(Haworth, 1809)","Species",300,False,"Epirrhoe alternata alternata","(Müller, 1764)","Common Carpet",False,False
411682,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Geometridae",218698,216117,NULL,"Epirrhoe biriviata","Stainton, 1859","Species",300,False,"Epirrhoe alternata alternata","(Müller, 1764)","Common Carpet",False,False
414223,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Geometridae",218698,216117,NULL,"Epirrhoe sociata","(Borkhausen, 1794)","Species",300,False,"Epirrhoe alternata alternata","(Müller, 1764)","Common Carpet",False,False
412868,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Geometridae",218698,216117,NULL,"Epirrhoe alternata alternata","(Müller, 1764)","Subspecies",320,True,"Epirrhoe alternata alternata","(Müller, 1764)","Common Carpet",False,False
106014,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Geometridae",218698,399713,NULL,"Epirrita dilutata agg.",NULL,"Species aggregate",290,True,"Epirrita dilutata agg.",NULL,"November Moth agg.",False,False
237286,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Pyralidae",111775,396455,NULL,"Epischnia bankesiella","Richardson, 1888","Species",300,False,"Epischnia asteris","Staudinger, 1870","Samphire Knot-horn",False,False
237287,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Pyralidae",111775,396455,NULL,"Epischnia banksiella",NULL,"Species",300,False,"Epischnia asteris","Staudinger, 1870","Samphire Knot-horn",False,False
398001,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Pyralidae",111775,396455,NULL,"Epischnia asteris","Staudinger, 1870","Species",300,True,"Epischnia asteris","Staudinger, 1870","Samphire Knot-horn",False,False
137127,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Eriocraniidae",230862,397656,NULL,"Eriocrania purpurella","(Haworth, 1828)","Species",300,False,"Eriocrania cicatricella","(Zetterstedt, 1839)","Washed Purple",False,False
137125,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Eriocraniidae",230862,397656,NULL,"Eriocrania cicatricella","(Zetterstedt, 1839)","Species",300,True,"Eriocrania cicatricella","(Zetterstedt, 1839)","Washed Purple",False,False
137126,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Eriocraniidae",230862,397656,NULL,"Eriocrania haworthi","Bradley, 1966","Species",300,False,"Eriocrania cicatricella","(Zetterstedt, 1839)","Washed Purple",False,False
299226,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Eriocraniidae",230862,397656,NULL,"Eriocrania haworthi","Bradley","Species",300,False,"Eriocrania cicatricella","(Zetterstedt, 1839)","Washed Purple",False,False
111812,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Eriocraniidae",230862,397656,NULL,"Eriocrania salopiella","Stainton","Species",300,False,"Eriocrania salopiella","(Stainton, 1854)","Small Birch Purple",False,False
111811,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Eriocraniidae",230862,397656,NULL,"Eriocrania salopiella","(Stainton, 1854)","Species",300,True,"Eriocrania salopiella","(Stainton, 1854)","Small Birch Purple",False,False
196659,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Eriocraniidae",230862,397656,NULL,"Eriocrania sangii","Wood","Species",300,False,"Eriocrania sangii","(Wood, 1891)","Large Birch Purple",False,False
196658,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Eriocraniidae",230862,397656,NULL,"Eriocrania sangii","(Wood, 1891)","Species",300,True,"Eriocrania sangii","(Wood, 1891)","Large Birch Purple",False,False
237868,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Eriocraniidae",230862,397656,NULL,"Eriocrania semipurpurella","Stephens","Species",300,False,"Eriocrania semipurpurella","(Stephens, 1835)","Early Purple",False,False
237867,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Eriocraniidae",230862,397656,NULL,"Eriocrania semipurpurella","(Stephens, 1835)","Species",300,True,"Eriocrania semipurpurella","(Stephens, 1835)","Early Purple",False,False
251158,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Eriocraniidae",230862,397656,NULL,"Eriocrania sparrmannella","(Bosc, 1791)","Species",300,True,"Eriocrania sparrmannella","(Bosc, 1791)","Mottled Purple",False,False
251159,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Eriocraniidae",230862,397656,NULL,"Eriocrania sparrmannella","Bosc","Species",300,False,"Eriocrania sparrmannella","(Bosc, 1791)","Mottled Purple",False,False
412717,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Eriocraniidae",230862,397656,NULL,"Eriocrania fimbriata","Walsingham, 1900","Species",300,False,"Eriocrania sparrmannella","(Bosc, 1791)","Mottled Purple",False,False
173384,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,167163,NULL,"Eriopsela quadrana","Hubner","Species",300,False,"Eriopsela quadrana","(Hübner, [1813])","Four-spot Bell",False,False
173383,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,167163,NULL,"Eriopsela quadrana","(Hübner, 1813)","Species",300,False,"Eriopsela quadrana","(Hübner, [1813])","Four-spot Bell",False,False
394852,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,167163,NULL,"Eriopsela quadrana","(Hübner, [1813])","Species",300,True,"Eriopsela quadrana","(Hübner, [1813])","Four-spot Bell",False,False
34615,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Ethmiidae",394518,88338,NULL,"Ethmia bipunctella","(Fabricius, 1775)","Species",300,True,"Ethmia bipunctella","(Fabricius, 1775)","Bordered Ermel",False,False
157583,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Ethmiidae",394518,88338,NULL,"Ethmia dodecea","(Haworth, 1828)","Species",300,True,"Ethmia dodecea","(Haworth, 1828)","Dotted Ermel",False,False
403094,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Ethmiidae",394518,88338,NULL,"Ethmia decemguttella","(Hübner, [1810]) nec (Fabricius, 1794)","Species",300,False,"Ethmia dodecea","(Haworth, 1828)","Dotted Ermel",False,False
69362,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Ethmiidae",394518,88338,NULL,"Ethmia pusiella","(Linnaeus, 1758)","Species",300,True,"Ethmia pusiella","(Linnaeus, 1758)","Striped Ermel",False,False
6864,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Ethmiidae",394518,88338,NULL,"Ethmia pyrausta","(Pallas, 1771)","Species",300,True,"Ethmia pyrausta","(Pallas, 1771)","Mountain Ermel",False,False
125419,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Ethmiidae",394518,88338,NULL,"Ethmia inversella","(Geoffroy, 1785)","Species",300,False,"Ethmia quadrillella","(Goeze, 1783)","Comfrey Ermel",False,False
125418,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Ethmiidae",394518,88338,NULL,"Ethmia funerella","(Fabricius, 1787)","Species",300,False,"Ethmia quadrillella","(Goeze, 1783)","Comfrey Ermel",False,False
125417,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Ethmiidae",394518,88338,NULL,"Ethmia quadrillella","(Goeze, 1783)","Species",300,True,"Ethmia quadrillella","(Goeze, 1783)","Comfrey Ermel",False,False
248541,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Ethmiidae",394518,88338,NULL,"Ethmia terminella","Fletcher, 1938","Species",300,True,"Ethmia terminella","Fletcher, 1938","Five-spot Ermel",False,False
470081,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Ethmiidae",394518,88338,NULL,"Ethmia sexpunctella","(Hübner, [1810]) nec (Fabricius, 1794)","Species",300,False,"Ethmia terminella","Fletcher, 1938","Five-spot Ermel",False,False
470234,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Ethmiidae",394518,88338,NULL,"Ethmia sexpunctella nec (Fabricius, 1794)","(Hubner, 1805-10)","Species",300,False,"Ethmia terminella","Fletcher, 1938","Five-spot Ermel",False,False
528770,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Pyralidae",111775,21592,NULL,"Etiella zinckenella",NULL,"Species",300,False,"Etiella zinckenella","(Treitschke, 1832)","Legume Knot-horn",False,False
70422,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Pyralidae",111775,21592,NULL,"Etiella zinckenella","(Treitschke, 1832)","Species",300,True,"Etiella zinckenella","(Treitschke, 1832)","Legume Knot-horn",False,False
125681,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Erebidae",289269,177428,NULL,"Eublemma minutata","(Fabricius, 1794)","Species",300,True,"Eublemma minutata","(Fabricius, 1794)","Scarce Marbled",False,False
125682,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Erebidae",289269,177428,NULL,"Eublemma noctualis","(Hübner, 1796)","Species",300,False,"Eublemma minutata","(Fabricius, 1794)","Scarce Marbled",False,False
314005,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Erebidae",289269,177428,NULL,"Eublemma noctualis","(Hubner, 1796)","Species",300,False,"Eublemma minutata","(Fabricius, 1794)","Scarce Marbled",False,False
193427,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Crambidae",291555,26312,NULL,"Euchromius ocellea","(Haworth, 1811)","Species",300,True,"Euchromius ocellea","(Haworth, 1811)","Eyed Veneer",False,False
193428,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Crambidae",291555,26312,NULL,"Euchromius ocellea","Haworth","Species",300,False,"Euchromius ocellea","(Haworth, 1811)","Eyed Veneer",False,False
400168,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Crambidae",291555,26312,NULL,"Euchromius ramburiellus","(Duponchel, 1836)","Species",300,True,"Euchromius ramburiellus","(Duponchel, 1836)",NULL,False,False
173050,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Cosmopterigidae",49793,174602,NULL,"Euclemensia woodiella","(Curtis, 1830)","Species",300,True,"Euclemensia woodiella","(Curtis, 1830)","Yellow-blotch Cosmet",False,False
173051,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Cosmopterigidae",49793,174602,NULL,"Euclemensia woodiella","Curtis","Species",300,False,"Euclemensia woodiella","(Curtis, 1830)","Yellow-blotch Cosmet",False,False
64639,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,232516,NULL,"Eucosma aemulana","Schlager","Species",300,False,"Eucosma aemulana","(Schläger, 1849)","Obscure Bell",False,False
404420,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,232516,NULL,"Eucosma latiorana","(Herrich-Schäffer, 1851)","Species",300,False,"Eucosma aemulana","(Schläger, 1849)","Obscure Bell",False,False
64638,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,232516,NULL,"Eucosma aemulana","(Schläger, 1849)","Species",300,True,"Eucosma aemulana","(Schläger, 1849)","Obscure Bell",False,False
396409,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,232516,NULL,"Eucosma aspidiscana","(Hübner, [1817])","Species",300,True,"Eucosma aspidiscana","(Hübner, [1817])","Golden-rod Bell",False,False
97185,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,232516,NULL,"Eucosma aspidiscana","Hubner","Species",300,False,"Eucosma aspidiscana","(Hübner, [1817])","Golden-rod Bell",False,False
97184,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,232516,NULL,"Eucosma aspidiscana","(Hübner, 1817)","Species",300,False,"Eucosma aspidiscana","(Hübner, [1817])","Golden-rod Bell",False,False
90947,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,232516,NULL,"Eucosma campoliliana","Denis & Schiffermuller","Species",300,False,"Eucosma campoliliana","([Denis & Schiffermüller], 1775)","Marbled Bell",False,False
90946,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,232516,NULL,"Eucosma campoliliana","(Denis & Schiffermüller, 1775)","Species",300,False,"Eucosma campoliliana","([Denis & Schiffermüller], 1775)","Marbled Bell",False,False
406175,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,232516,NULL,"Eucosma nigromaculana","(Haworth, 1811)","Species",300,False,"Eucosma campoliliana","([Denis & Schiffermüller], 1775)","Marbled Bell",False,False
395910,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,232516,NULL,"Eucosma campoliliana","([Denis & Schiffermüller], 1775)","Species",300,True,"Eucosma campoliliana","([Denis & Schiffermüller], 1775)","Marbled Bell",False,False
107555,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,232516,NULL,"Eucosma cana","(Haworth, 1811)","Species",300,True,"Eucosma cana","(Haworth, 1811)","Hoary Belle",False,False
64442,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,232516,NULL,"Eucosma conterminana","(Guenée, 1845)","Species",300,True,"Eucosma conterminana","(Guenée, 1845)","Pale Lettuce Bell",False,False
64443,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,232516,NULL,"Eucosma conterminana","Herrich-Schaffer","Species",300,False,"Eucosma conterminana","(Guenée, 1845)","Pale Lettuce Bell",False,False
231782,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,232516,NULL,"Eucosma fulvana","Stephens, 1834","Species",300,True,"Eucosma fulvana","Stephens, 1834","Fulvous Bell",False,False
194681,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,232516,NULL,"Eucosma hohenwartiana form fulvana","Stephens, 1834","Form",350,False,"Eucosma fulvana","Stephens, 1834","Fulvous Bell",False,False
231781,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,232516,NULL,"Eucosma hohenwartiana","(D & S)","Species",300,False,"Eucosma hohenwartiana","([Denis & Schiffermüller], 1775)","Bright Bell",False,False
398999,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,232516,NULL,"Eucosma hohenwartiana","([Denis & Schiffermüller], 1775)","Species",300,True,"Eucosma hohenwartiana","([Denis & Schiffermüller], 1775)","Bright Bell",False,False
402900,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,232516,NULL,"Eucosma scopoliana","(Haworth, 1811)","Species",300,False,"Eucosma hohenwartiana","([Denis & Schiffermüller], 1775)","Bright Bell",False,False
231780,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,232516,NULL,"Eucosma hohenwartiana","(Denis & Schiffermüller, 1775)","Species",300,False,"Eucosma hohenwartiana","([Denis & Schiffermüller], 1775)","Bright Bell",False,False
76225,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,232516,NULL,"Eucosma metzneriana","(Treitschke, 1830)","Species",300,True,"Eucosma metzneriana","(Treitschke, 1830)","Mugwort Bell",False,False
76226,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,232516,NULL,"Eucosma metzneriana","Treitschke","Species",300,False,"Eucosma metzneriana","(Treitschke, 1830)","Mugwort Bell",False,False
108541,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,232516,NULL,"Eucosma obumbratana","(Lienig & Zeller, 1846)","Species",300,True,"Eucosma obumbratana","(Lienig & Zeller, 1846)","Two-coloured Bell",False,False
108542,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,232516,NULL,"Eucosma obumbratana","Lienig & Zeller","Species",300,False,"Eucosma obumbratana","(Lienig & Zeller, 1846)","Two-coloured Bell",False,False
411075,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,232516,NULL,"Eucosma expallidana","sensu Pierce & Metcalfe, 1922 et auctt. nec (Haworth, 1811)","Species",300,False,"Eucosma obumbratana","(Lienig & Zeller, 1846)","Two-coloured Bell",False,False
238447,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,232516,NULL,"Eucosma parvulana","(Wilkinson, 1859)","Species",300,True,"Eucosma parvulana","(Wilkinson, 1859)",NULL,False,False
20305,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,232516,NULL,"Eucosma pupillana","Clerck","Species",300,False,"Eucosma pupillana","(Clerck, 1759)","Eyed Bell",False,False
20304,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,232516,NULL,"Eucosma pupillana","(Clerck, 1759)","Species",300,True,"Eucosma pupillana","(Clerck, 1759)","Eyed Bell",False,False
396846,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,232516,NULL,"Eucosma rubescana","(Constant, 1895)","Species",300,True,"Eucosma rubescana","(Constant, 1895)","Pale Saltern Bell",False,False
236640,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,232516,NULL,"Eucosma catoptrana","Rebel","Species",300,False,"Eucosma rubescana","(Constant, 1895)","Pale Saltern Bell",False,False
236641,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,232516,NULL,"Eucosma heringiana","(Jäckh, 1953)","Species",300,False,"Eucosma rubescana","(Constant, 1895)","Pale Saltern Bell",False,False
236639,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,232516,NULL,"Eucosma catoptrana","(Rebel, 1903)","Species",300,False,"Eucosma rubescana","(Constant, 1895)","Pale Saltern Bell",False,False
526679,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,232516,NULL,"Eucosma heringiana",NULL,"Species",300,False,"Eucosma rubescana","(Constant, 1895)","Pale Saltern Bell",False,False
119940,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,232516,NULL,"Eucosma tripoliana","Barrett","Species",300,False,"Eucosma tripoliana","(Barrett, 1880)","Saltmarsh Bell",False,False
45133,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,49262,NULL,"Eucosmomorpha albersana","(Hübner, 1813)","Species",300,False,"Eucosmomorpha albersana","(Hübner, [1813])","Honeysuckle Bell",False,False
45134,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,49262,NULL,"Eucosmomorpha albersana","Hubner","Species",300,False,"Eucosmomorpha albersana","(Hübner, [1813])","Honeysuckle Bell",False,False
395857,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,49262,NULL,"Eucosmomorpha albersana","(Hübner, [1813])","Species",300,True,"Eucosmomorpha albersana","(Hübner, [1813])","Honeysuckle Bell",False,False
35391,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tineidae",179979,394282,NULL,"Eudarcia richardsoni","(Walsingham)","Species",300,False,"Eudarcia richardsoni","(Walsingham, 1900)","Dorset Tineid Moth",False,False
35392,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tineidae",179979,394282,NULL,"Eudarcia vinculella sensu Richardson",NULL,"Species",300,False,"Eudarcia richardsoni","(Walsingham, 1900)","Dorset Tineid Moth",False,False
35390,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tineidae",179979,394282,NULL,"Eudarcia richardsoni","(Walsingham, 1900)","Species",300,True,"Eudarcia richardsoni","(Walsingham, 1900)","Dorset Tineid Moth",False,False
35393,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tineidae",179979,394282,NULL,"Meesia richardsoni","(Walsingham, 1900)","Species",300,False,"Eudarcia richardsoni","(Walsingham, 1900)","Dorset Tineid Moth",False,False
412908,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tineidae",179979,394282,NULL,"Eudarcia vinculella","sensu Richardson, 1895 nec (Herrich-Schäffer, 1854)","Species",300,False,"Eudarcia richardsoni","(Walsingham, 1900)","Dorset Tineid Moth",False,False
399390,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,397443,NULL,"Eudemis profundana","([Denis & Schiffermüller], 1775)","Species",300,True,"Eudemis profundana","([Denis & Schiffermüller], 1775)","Diamond-back Marble",False,False
246783,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,397443,NULL,"Eudemis profundana","Denis & Schiffermuller","Species",300,False,"Eudemis profundana","([Denis & Schiffermüller], 1775)","Diamond-back Marble",False,False
246782,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Tortricidae",231318,397443,NULL,"Eudemis profundana","(Denis & Schiffermüller, 1775)","Species",300,False,"Eudemis profundana","([Denis & Schiffermüller], 1775)","Diamond-back Marble",False,False
27504,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Crambidae",291555,123388,NULL,"Eudonia alpina","Curtis","Species",300,False,"Eudonia alpina","(Curtis, 1850)","Highland Grey",False,False
27503,"insect - moth","lat","Animalia",106890,"Lepidoptera",42968,"Crambidae",291555,123388,NULL,"Eudonia alpina","(Curtis, 1850)","Species",300,True,"Eudonia alpina","(Curtis, 1850)","Highland Grey",False,False
