,SP NO.,superfamily,family,subfamily,val genus,name,FULL NAME
694,421848,Gelechioidea,Momphidae,[Momphinae],Mompha,raschkiella,Mompha raschkiella (Zeller)
695,421850,Gelechioidea,Momphidae,[Momphinae],Mompha,sexstrigella,Mompha sexstrigella (Braun)
696,421851,Gelechioidea,Momphidae,[Momphinae],Mompha,solomoni,"Mompha solomoni Wagner, Adamski & Brown"
697,421852,Gelechioidea,Momphidae,[Momphinae],Mompha,stellella,Mompha stellella Busck
698,421853,Gelechioidea,Momphidae,[Momphinae],Mompha,sturnipennella,Mompha sturnipennella (Treitschke)
699,421855,Gelechioidea,Momphidae,[Momphinae],Mompha,terminella,Mompha terminella (Westwood)
700,421856,Gelechioidea,Momphidae,[Momphinae],Mompha,unifasciella,Mompha unifasciella (Chambers)
701,440001,Alucitoidea,Alucitidae,[Alucitinae],Alucita,montana,Alucita montana Barnes & Lindsey
702,440002,Alucitoidea,Alucitidae,[Alucitinae],Alucita,adriendenisi,Alucita adriendenisi Landry & Landry
703,460003,Pterophoroidea,Pterophoridae,Pterophorinae,Platyptilia,tesseradactyla,Platyptilia tesseradactyla (Linnaeus)
704,460005,Pterophoroidea,Pterophoridae,Pterophorinae,Platyptilia,carduidactylus,Platyptilia carduidactylus (Riley)
705,460007,Pterophoroidea,Pterophoridae,Pterophorinae,Platyptilia,comstocki,Platyptilia comstocki Lange
706,460012,Pterophoroidea,Pterophoridae,Pterophorinae,Gillmeria,pallidactyla,Gillmeria pallidactyla (Haworth)
707,460022,Pterophoroidea,Pterophoridae,Pterophorinae,Stenoptilia,mengeli,Stenoptilia mengeli Fernald
708,460024,Pterophoroidea,Pterophoridae,Pterophorinae,Stenoptilia,coloradensis,Stenoptilia coloradensis Fernald
709,460028,Pterophoroidea,Pterophoridae,Pterophorinae,Paraplatyptilia,carolina,Paraplatyptilia carolina (Kearfott)
710,460031,Pterophoroidea,Pterophoridae,Pterophorinae,Paraplatyptilia,edwardsii,Paraplatyptilia edwardsii (Fish)
711,460046,Pterophoroidea,Pterophoridae,Pterophorinae,Paraplatyptilia,atlantica,Paraplatyptilia atlantica Landry & Gielis
712,460051,Pterophoroidea,Pterophoridae,Pterophorinae,Amblyptilia,pica,Amblyptilia pica (Walsingham)
713,460055,Pterophoroidea,Pterophoridae,Pterophorinae,Sphenarches,ontario,Sphenarches ontario (McDunnough)
714,460057,Pterophoroidea,Pterophoridae,Pterophorinae,Cnaemidophorus,rhododactyla,Cnaemidophorus rhododactyla ([Denis & Schiffermüller])
715,460062,Pterophoroidea,Pterophoridae,Pterophorinae,Geina,periscelidactylus,Geina periscelidactylus (Fitch)
716,460063,Pterophoroidea,Pterophoridae,Pterophorinae,Geina,sheppardi,Geina sheppardi Landry
717,460064,Pterophoroidea,Pterophoridae,Pterophorinae,Geina,buscki,Geina buscki (McDunnough)
718,460065,Pterophoroidea,Pterophoridae,Pterophorinae,Geina,tenuidactylus,Geina tenuidactylus (Fitch)
719,460067,Pterophoroidea,Pterophoridae,Pterophorinae,Capperia,evansi,Capperia evansi (McDunnough)
720,460069,Pterophoroidea,Pterophoridae,Pterophorinae,Oxyptilus,delawaricus,Oxyptilus delawaricus Zeller
721,460070,Pterophoroidea,Pterophoridae,Pterophorinae,Dejongia,lobidactylus,Dejongia lobidactylus (Fitch)
722,460086,Pterophoroidea,Pterophoridae,Pterophorinae,Hellinsia,albilobata,Hellinsia albilobata (McDunnough)
723,460087,Pterophoroidea,Pterophoridae,Pterophorinae,Hellinsia,inquinatus,Hellinsia inquinatus (Zeller)
724,460104,Pterophoroidea,Pterophoridae,Pterophorinae,Hellinsia,homodactylus,Hellinsia homodactylus (Walker)
725,460105,Pterophoroidea,Pterophoridae,Pterophorinae,Hellinsia,elliottii,Hellinsia elliottii (Fernald)
726,460106,Pterophoroidea,Pterophoridae,Pterophorinae,Hellinsia,pectodactylus,Hellinsia pectodactylus (Staudinger)
727,460112,Pterophoroidea,Pterophoridae,Pterophorinae,Hellinsia,kellicottii,Hellinsia kellicottii (Fish)
728,460114,Pterophoroidea,Pterophoridae,Pterophorinae,Hellinsia,lacteodactylus,Hellinsia lacteodactylus (Chambers)
729,460115,Pterophoroidea,Pterophoridae,Pterophorinae,Hellinsia,glenni,Hellinsia glenni (Cashatt)
730,460135,Pterophoroidea,Pterophoridae,Pterophorinae,Oidaematophorus,cretidactylus,Oidaematophorus cretidactylus (Fitch)
731,460138,Pterophoroidea,Pterophoridae,Pterophorinae,Oidaematophorus,mathewianus,Oidaematophorus mathewianus (Zeller)
732,460139,Pterophoroidea,Pterophoridae,Pterophorinae,Oidaematophorus,eupatorii,Oidaematophorus eupatorii (Fernald)
733,460141,Pterophoroidea,Pterophoridae,Pterophorinae,Oidaematophorus,phaceliae,Oidaematophorus phaceliae McDunnough
734,460150,Pterophoroidea,Pterophoridae,Pterophorinae,Emmelina,monodactyla,Emmelina monodactyla (Linnaeus)
735,460155,Pterophoroidea,Pterophoridae,Pterophorinae,Adaina,montanus,Adaina montanus (Walsingham)
736,480006,Carposinoidea,Carposinidae,[Carposininae],Carposina,sasakii,Carposina sasakii Matsumura
738,480007,Carposinoidea,Carposinidae,[Carposininae],Carposina,fernaldana,Carposina fernaldana Busck
739,480010,Carposinoidea,Carposinidae,[Carposininae],Bondia,comonana,Bondia comonana (Kearfott)
740,480011,Carposinoidea,Carposinidae,[Carposininae],Bondia,crescentella,Bondia crescentella (Walsingham)
741,500001,Schreckensteinioidea,Schreckensteiniidae,[Schreckensteiniinae],Schreckensteinia,erythriella,Schreckensteinia erythriella (Clemens)
742,500003,Schreckensteinioidea,Schreckensteiniidae,[Schreckensteiniinae],Schreckensteinia,festaliella,Schreckensteinia festaliella Hübner
743,520001,Epermenioidea,Epermeniidae,Epermeniinae,Epermenia,imperialella,Epermenia imperialella Busck
744,520006,Epermenioidea,Epermeniidae,Epermeniinae,Epermenia,albapunctella,Epermenia albapunctella Busck
745,520007,Epermenioidea,Epermeniidae,Epermeniinae,Epermenia,cicutaella,Epermenia cicutaella Kearfott
746,520011,Epermenioidea,Epermeniidae,Ochromolopinae,Ochromolopis,ramapoella,Ochromolopis ramapoella (Kearfott)
747,540002,Urodoidea,Urodidae,[Urodinae],Wockia,asperipunctella,Wockia asperipunctella (Bruand)
748,580003,Choreutoidea,Choreutidae,Choreutinae,Anthophila,plenicarinata,Anthophila plenicarinata Heppner
749,580006,Choreutoidea,Choreutidae,Choreutinae,Prochoreutis,inflatella,Prochoreutis inflatella (Clemens)
750,580009,Choreutoidea,Choreutidae,Choreutinae,Prochoreutis,extrincicella,Prochoreutis extrincicella (Dyar)
751,580018,Choreutoidea,Choreutidae,Choreutinae,Caloreas,leucobasis,Caloreas leucobasis (Dyar)
752,580025,Choreutoidea,Choreutidae,Choreutinae,Tebenna,onustana,Tebenna onustana (Walker)
753,580027,Choreutoidea,Choreutidae,Choreutinae,Choreutis,pariana,Choreutis pariana (Clerck)
754,580028,Choreutoidea,Choreutidae,Choreutinae,Choreutis,diana,Choreutis diana (Hübner)
755,580029,Choreutoidea,Choreutidae,Choreutinae,Choreutis,betuliperda,Choreutis betuliperda (Dyar)
756,620001,Tortricoidea,Tortricidae,Tortricinae,Acleris,forsskaleana,Acleris forsskaleana (Linnaeus)
757,620002,Tortricoidea,Tortricidae,Tortricinae,Acleris,albicomana,Acleris albicomana (Clemens)
758,620003,Tortricoidea,Tortricidae,Tortricinae,Acleris,semipurpurana,Acleris semipurpurana (Kearfott)
759,620004,Tortricoidea,Tortricidae,Tortricinae,Acleris,curvalana,Acleris curvalana (Kearfott)
760,620006,Tortricoidea,Tortricidae,Tortricinae,Acleris,macdunnoughi,Acleris macdunnoughi Obraztsov
761,620007,Tortricoidea,Tortricidae,Tortricinae,Acleris,comariana,Acleris comariana (Zeller)
762,620008,Tortricoidea,Tortricidae,Tortricinae,Acleris,caliginosana,Acleris caliginosana (Walker)
763,620010,Tortricoidea,Tortricidae,Tortricinae,Acleris,nivisellana,Acleris nivisellana (Walsingham)
764,620012,Tortricoidea,Tortricidae,Tortricinae,Acleris,notana,Acleris notana (Donovan)
765,620013,Tortricoidea,Tortricidae,Tortricinae,Acleris,cervinana,Acleris cervinana (Fernald)
766,620016,Tortricoidea,Tortricidae,Tortricinae,Acleris,subnivana,Acleris subnivana (Walker)
767,620017,Tortricoidea,Tortricidae,Tortricinae,Acleris,braunana,Acleris braunana (McDunnough)
768,620018,Tortricoidea,Tortricidae,Tortricinae,Acleris,kearfottana,Acleris kearfottana (McDunnough)
769,620019,Tortricoidea,Tortricidae,Tortricinae,Acleris,fuscana,Acleris fuscana (Barnes & Busck)
770,620020,Tortricoidea,Tortricidae,Tortricinae,Acleris,semiannula,Acleris semiannula (Robinson)
771,620021,Tortricoidea,Tortricidae,Tortricinae,Acleris,stadiana,Acleris stadiana (Barnes & Busck)
772,620022,Tortricoidea,Tortricidae,Tortricinae,Acleris,implexana,Acleris implexana (Walker)
774,620023,Tortricoidea,Tortricidae,Tortricinae,Acleris,cornana,Acleris cornana (McDunnough)
775,620025,Tortricoidea,Tortricidae,Tortricinae,Acleris,forbesana,Acleris forbesana (McDunnough)
776,620026,Tortricoidea,Tortricidae,Tortricinae,Acleris,negundana,Acleris negundana (Busck)
777,620027,Tortricoidea,Tortricidae,Tortricinae,Acleris,schalleriana,Acleris schalleriana (Linnaeus)
779,620029,Tortricoidea,Tortricidae,Tortricinae,Acleris,oxycoccana,Acleris oxycoccana (Packard)
780,620031,Tortricoidea,Tortricidae,Tortricinae,Acleris,hastiana,Acleris hastiana (Linnaeus)
781,620032,Tortricoidea,Tortricidae,Tortricinae,Acleris,fragariana,Acleris fragariana Kearfott
782,620033,Tortricoidea,Tortricidae,Tortricinae,Acleris,celiana,Acleris celiana (Robinson)
783,620034,Tortricoidea,Tortricidae,Tortricinae,Acleris,arcticana,Acleris arcticana (Guenée)
784,620039,Tortricoidea,Tortricidae,Tortricinae,Acleris,chalybeana,Acleris chalybeana (Fernald)
785,620041,Tortricoidea,Tortricidae,Tortricinae,Acleris,placidana,Acleris placidana (Robinson)
786,620043,Tortricoidea,Tortricidae,Tortricinae,Acleris,flavivittana,Acleris flavivittana (Clemens)
787,620044,Tortricoidea,Tortricidae,Tortricinae,Acleris,maculidorsana,Acleris maculidorsana (Clemens)
788,620045,Tortricoidea,Tortricidae,Tortricinae,Acleris,clarkei,Acleris clarkei Obraztsov
789,620046,Tortricoidea,Tortricidae,Tortricinae,Acleris,minuta,Acleris minuta (Robinson)
790,620049,Tortricoidea,Tortricidae,Tortricinae,Acleris,variana,Acleris variana (Fernald)
791,620050,Tortricoidea,Tortricidae,Tortricinae,Acleris,maccana,Acleris maccana (Treitschke)
792,620051,Tortricoidea,Tortricidae,Tortricinae,Acleris,youngana,Acleris youngana (McDunnough)
793,620052,Tortricoidea,Tortricidae,Tortricinae,Acleris,inana,Acleris inana (Robinson)
794,620054,Tortricoidea,Tortricidae,Tortricinae,Acleris,bowmanana,Acleris bowmanana (McDunnough)
795,620056,Tortricoidea,Tortricidae,Tortricinae,Acleris,nigrolinea,Acleris nigrolinea (Robinson)
796,620057,Tortricoidea,Tortricidae,Tortricinae,Acleris,maximana,Acleris maximana (Barnes & Busck)
797,620058,Tortricoidea,Tortricidae,Tortricinae,Acleris,busckana,Acleris busckana (McDunnough)
798,620059,Tortricoidea,Tortricidae,Tortricinae,Acleris,effractana,Acleris effractana (Hübner)
799,620061,Tortricoidea,Tortricidae,Tortricinae,Acleris,hudsoniana,Acleris hudsoniana (Walker)
800,620066,Tortricoidea,Tortricidae,Tortricinae,Cnephasia,asseclana,Cnephasia asseclana [Denis & Schiffermüller]
801,620067,Tortricoidea,Tortricidae,Tortricinae,Cnephasia,stephensiana,Cnephasia stephensiana (Doubleday)
802,620072,Tortricoidea,Tortricidae,Tortricinae,Decodes,basiplagana,Decodes basiplagana (Walsingham)
803,620073,Tortricoidea,Tortricidae,Tortricinae,Decodes,fragariana,Decodes fragariana (Busck)
804,620085,Tortricoidea,Tortricidae,Tortricinae,Decodes,macdunnoughi,Decodes macdunnoughi Powell
805,620089,Tortricoidea,Tortricidae,Tortricinae,Aethes,angulatana,Aethes angulatana (Robinson)
806,620090,Tortricoidea,Tortricidae,Tortricinae,Aethes,angustana,Aethes angustana (Clemens)
807,620091,Tortricoidea,Tortricidae,Tortricinae,Aethes,argentilimitana,Aethes argentilimitana (Robinson)
808,620092,Tortricoidea,Tortricidae,Tortricinae,Aethes,atomosana,Aethes atomosana (Busck)
809,620093,Tortricoidea,Tortricidae,Tortricinae,Aethes,baloghi,Aethes baloghi Sabourin & Metzler
810,620094,Tortricoidea,Tortricidae,Tortricinae,Aethes,biscana,Aethes biscana (Kearfott)
811,620096,Tortricoidea,Tortricidae,Tortricinae,Aethes,deutschiana,Aethes deutschiana (Zetterstedt)
812,620104,Tortricoidea,Tortricidae,Tortricinae,Aethes,matheri,Aethes matheri Sabourin & Miller
813,620106,Tortricoidea,Tortricidae,Tortricinae,Aethes,monera,Aethes monera Razowski
815,620110,Tortricoidea,Tortricidae,Tortricinae,Aethes,promptana,Aethes promptana (Robinson)
816,620112,Tortricoidea,Tortricidae,Tortricinae,Aethes,razowskii,Aethes razowskii Sabourin & Miller
817,620113,Tortricoidea,Tortricidae,Tortricinae,Aethes,rutilana,Aethes rutilana (Hübner)
819,620115,Tortricoidea,Tortricidae,Tortricinae,Aethes,sexdentata,Aethes sexdentata Sabourin & Miller
820,620116,Tortricoidea,Tortricidae,Tortricinae,Aethes,smeathmanniana,Aethes smeathmanniana (Fabricius)
821,620126,Tortricoidea,Tortricidae,Tortricinae,Cochylis,aurorana,Cochylis aurorana (Kearfott)
822,620127,Tortricoidea,Tortricidae,Tortricinae,Cochylis,avita,Cochylis avita Razowski
823,620132,Tortricoidea,Tortricidae,Tortricinae,Cochylis,dubitana,Cochylis dubitana (Hübner)
824,620134,Tortricoidea,Tortricidae,Tortricinae,Cochylis,hoffmanana,Cochylis hoffmanana (Kearfott)
825,620135,Tortricoidea,Tortricidae,Tortricinae,Cochylis,hospes,Cochylis hospes (Walsingham)
826,620138,Tortricoidea,Tortricidae,Tortricinae,Cochylis,temerana,Cochylis temerana (Busck)
827,620140,Tortricoidea,Tortricidae,Tortricinae,Cochylis,viscana,Cochylis viscana (Kearfott)
828,620155,Tortricoidea,Tortricidae,Tortricinae,Gynnidomorpha,romonana,Gynnidomorpha romonana (Kearfott)
829,620167,Tortricoidea,Tortricidae,Tortricinae,Phalonidia,felix,Phalonidia felix (Walsingham)
830,620169,Tortricoidea,Tortricidae,Tortricinae,Phalonidia,lepidana,Phalonidia lepidana (Clemens)
831,620170,Tortricoidea,Tortricidae,Tortricinae,Phalonidia,memoranda,Phalonidia memoranda Razowski
832,620171,Tortricoidea,Tortricidae,Tortricinae,Phalonidia,ontariana,Phalonidia ontariana Razowski
833,620172,Tortricoidea,Tortricidae,Tortricinae,Phalonidia,straminoides,Phalonidia straminoides (Grote)
834,620176,Tortricoidea,Tortricidae,Tortricinae,Phtheochroa,baracana,Phtheochroa baracana (Busck)
835,620179,Tortricoidea,Tortricidae,Tortricinae,Phtheochroa,cartwrightana,Phtheochroa cartwrightana (Kearfott)
836,620180,Tortricoidea,Tortricidae,Tortricinae,Phtheochroa,fulviplicana,Phtheochroa fulviplicana (Walsingham)
837,620185,Tortricoidea,Tortricidae,Tortricinae,Phtheochroa,riscana,Phtheochroa riscana (Kearfott)
838,620186,Tortricoidea,Tortricidae,Tortricinae,Phtheochroa,terminana,Phtheochroa terminana (Busck)
839,620188,Tortricoidea,Tortricidae,Tortricinae,Phtheochroa,vitellinana,Phtheochroa vitellinana (Zeller)
840,620190,Tortricoidea,Tortricidae,Tortricinae,Phtheochroa,waracana,Phtheochroa waracana (Kearfott)
841,620194,Tortricoidea,Tortricidae,Tortricinae,Platphalonia,lavana,Platphalonia lavana (Busck)
842,620208,Tortricoidea,Tortricidae,Tortricinae,Thyraylia,discana,Thyraylia discana (Kearfott)
843,620210,Tortricoidea,Tortricidae,Tortricinae,Thyraylia,hollandana,Thyraylia hollandana (Kearfott)
844,620211,Tortricoidea,Tortricidae,Tortricinae,Thyraylia,nana,Thyraylia nana (Haworth)
845,620212,Tortricoidea,Tortricidae,Tortricinae,Thyraylia,voxcana,Thyraylia voxcana (Kearfott)
846,620213,Tortricoidea,Tortricidae,Tortricinae,[Cochylina - New Genus 1],oenotherana,[Cochylina - New Genus 1] oenotherana (Riley)
847,620227,Tortricoidea,Tortricidae,Tortricinae,Eulia,ministrana,Eulia ministrana (Linnaeus)
848,620234,Tortricoidea,Tortricidae,Tortricinae,Anopina,ednana,Anopina ednana (Kearfott)
849,620241,Tortricoidea,Tortricidae,Tortricinae,Apotomops,wellingtoniana,Apotomops wellingtoniana (Kearfott)
850,620248,Tortricoidea,Tortricidae,Tortricinae,Pandemis,lamprosana,Pandemis lamprosana (Robinson)
851,620249,Tortricoidea,Tortricidae,Tortricinae,Pandemis,limitata,Pandemis limitata (Robinson)
852,620250,Tortricoidea,Tortricidae,Tortricinae,Pandemis,canadana,Pandemis canadana Kearfott
853,620252,Tortricoidea,Tortricidae,Tortricinae,Pandemis,borealis,Pandemis borealis (Freeman)
854,620255,Tortricoidea,Tortricidae,Tortricinae,Argyrotaenia,velutinana,Argyrotaenia velutinana (Walker)
855,620260,Tortricoidea,Tortricidae,Tortricinae,Argyrotaenia,repertana,Argyrotaenia repertana Freeman
856,620261,Tortricoidea,Tortricidae,Tortricinae,Argyrotaenia,pinatubana,Argyrotaenia pinatubana (Kearfott)
857,620262,Tortricoidea,Tortricidae,Tortricinae,Argyrotaenia,tabulana,Argyrotaenia tabulana Freeman
858,620266,Tortricoidea,Tortricidae,Tortricinae,Argyrotaenia,occultana,Argyrotaenia occultana Freeman
859,620280,Tortricoidea,Tortricidae,Tortricinae,Argyrotaenia,quadrifasciana,Argyrotaenia quadrifasciana (Fernald)
860,620281,Tortricoidea,Tortricidae,Tortricinae,Argyrotaenia,juglandana,Argyrotaenia juglandana (Fernald)
861,620282,Tortricoidea,Tortricidae,Tortricinae,Argyrotaenia,quercifoliana,Argyrotaenia quercifoliana (Fitch)
862,620283,Tortricoidea,Tortricidae,Tortricinae,Argyrotaenia,alisellana,Argyrotaenia alisellana (Robinson)
863,620284,Tortricoidea,Tortricidae,Tortricinae,Argyrotaenia,mariana,Argyrotaenia mariana (Fernald)
864,620297,Tortricoidea,Tortricidae,Tortricinae,Choristoneura,fractivittana,Choristoneura fractivittana (Clemens)
865,620299,Tortricoidea,Tortricidae,Tortricinae,Choristoneura,zapulata,Choristoneura zapulata (Robinson)
866,620300,Tortricoidea,Tortricidae,Tortricinae,Choristoneura,rosaceana,Choristoneura rosaceana (Harris)
867,620301,Tortricoidea,Tortricidae,Tortricinae,Choristoneura,albaniana,Choristoneura albaniana (Walker)
868,620302,Tortricoidea,Tortricidae,Tortricinae,Choristoneura,conflictana,Choristoneura conflictana (Walker)
869,620303,Tortricoidea,Tortricidae,Tortricinae,Choristoneura,fumiferana,Choristoneura fumiferana (Clemens)
870,620308,Tortricoidea,Tortricidae,Tortricinae,Choristoneura,pinus,Choristoneura pinus Freeman
872,620314,Tortricoidea,Tortricidae,Tortricinae,Archips,packardiana,Archips packardiana (Fernald)
873,620315,Tortricoidea,Tortricidae,Tortricinae,Archips,strianus,Archips strianus Fernald
874,620316,Tortricoidea,Tortricidae,Tortricinae,Archips,alberta,Archips alberta (McDunnough)
875,620317,Tortricoidea,Tortricidae,Tortricinae,Archips,dissitana,Archips dissitana (Grote)
876,620320,Tortricoidea,Tortricidae,Tortricinae,Archips,rosana,Archips rosana (Linnaeus)
877,620323,Tortricoidea,Tortricidae,Tortricinae,Archips,argyrospila,Archips argyrospila (Walker)
878,620324,Tortricoidea,Tortricidae,Tortricinae,Archips,mortuana,Archips mortuana Kearfott
879,620325,Tortricoidea,Tortricidae,Tortricinae,Archips,nigriplagana,Archips nigriplagana Franclemont
880,620328,Tortricoidea,Tortricidae,Tortricinae,Archips,myricana,Archips myricana (McDunnough)
881,620329,Tortricoidea,Tortricidae,Tortricinae,Archips,semiferanus,Archips semiferanus (Walker)
882,620330,Tortricoidea,Tortricidae,Tortricinae,Archips,negundana,Archips negundana (Dyar)
883,620333,Tortricoidea,Tortricidae,Tortricinae,Archips,grisea,Archips grisea (Robinson)
884,620334,Tortricoidea,Tortricidae,Tortricinae,Archips,cerasivorana,Archips cerasivorana (Fitch)
885,620335,Tortricoidea,Tortricidae,Tortricinae,Archips,fervidana,Archips fervidana (Clemens)
886,620338,Tortricoidea,Tortricidae,Tortricinae,Archips,purpurana,Archips purpurana (Clemens)
887,620340,Tortricoidea,Tortricidae,Tortricinae,Syndemis,afflictana,Syndemis afflictana (Walker)
888,620345,Tortricoidea,Tortricidae,Tortricinae,Aphelia,alleniana,Aphelia alleniana (Fernald)
890,620351,Tortricoidea,Tortricidae,Tortricinae,Clepsis,listerana,Clepsis listerana (Kearfott)
891,620355,Tortricoidea,Tortricidae,Tortricinae,Clepsis,spectrana,Clepsis spectrana (Treitschke)
892,620357,Tortricoidea,Tortricidae,Tortricinae,Clepsis,persicana,Clepsis persicana (Fitch)
893,620360,Tortricoidea,Tortricidae,Tortricinae,Clepsis,clemensiana,Clepsis clemensiana (Fernald)
